adminNm,adminPttnCd,longTermAdminSym,longTermPeribRgtDt,siDoCd,siGunGuCd,stpRptDt
다사랑재가요양센터,C02,34480000048,20110420,44,800,20110413
엔젤복지용구,C06,34480000052,20110504,44,800,20110504
효자방문목욕센터,C01,34480000054,20110824,44,800,20110824
효자방문목욕센터,C02,34480000054,20110824,44,800,20110824
평안재가요양센터,C01,34480000067,20140410,44,800,20140410
평안재가요양센터,C02,34480000067,20140410,44,800,20140410
희망나눔재가복지센터,C01,34480000069,20140512,44,800,20140512
희망나눔재가복지센터,C02,34480000069,20140512,44,800,20140512
효림재가노인복지센터,C01,34480000073,20140721,44,800,20140721
효림재가노인복지센터,C02,34480000073,20140721,44,800,20140721
효림재가노인복지센터,C03,34480000073,20140721,44,800,20140721
은혜로재가노인복지센터,C01,34480000074,20140722,44,800,20140722
은혜로재가노인복지센터,C02,34480000074,20140722,44,800,20140722
가온재가노인복지센터,C01,34480000082,20160318,44,800,20160318
가온재가노인복지센터,C02,34480000082,20160318,44,800,20160318
가온재가노인복지센터,C06,34480000082,20160318,44,800,20160318
재미지 재가장기요양센터,C01,34480000083,20160510,44,800,20160510
재미지 재가장기요양센터,C02,34480000083,20160510,44,800,20160510
가나안재가요양센터,C01,34480000085,20160714,44,800,20160714
가나안재가요양센터,C02,34480000085,20160714,44,800,20160714
365홈케어,C01,34480000086,20160715,44,800,20160715
365홈케어,C02,34480000086,20160715,44,800,20160715
365홈케어,C05,34480000086,20160715,44,800,20160715
광천재가복지센터,C01,34480000087,20160727,44,800,20160727
광천재가복지센터,C02,34480000087,20160727,44,800,20160727
결성재가복지센터,C01,34480000088,20170116,44,800,20170116
결성재가복지센터,C02,34480000088,20170116,44,800,20170116
가온누리재가복지센터,C01,34480000090,20170321,44,800,20170321
가온누리재가복지센터,C03,34480000090,20170321,44,800,20170321
(A)비지팅엔젤스 홍성예산지점,C01,34480000092,20170414,44,800,20170414
(A)비지팅엔젤스 홍성예산지점,C02,34480000092,20170414,44,800,20170414
다솜의료기기,C06,34480000094,20170615,44,800,20170615
백세요양보호센터,C01,34480000095,20170704,44,800,20170704
백세요양보호센터,C02,34480000095,20170704,44,800,20170704
홍성내포재가요양센터,C01,34480000096,20170724,44,800,20170724
홍성내포재가요양센터,C02,34480000096,20170724,44,800,20170724
실버스쿨 주야간보호센터,C03,34480000098,20170926,44,800,20170926
은빛재가노인복지센터,C01,34480000099,20171109,44,800,20171109
은빛재가노인복지센터,C02,34480000099,20171109,44,800,20171109
에덴재가복지요양광천센터,C01,34480000101,20180125,44,800,20180125
에덴재가복지요양광천센터,C02,34480000101,20180125,44,800,20180125
둥지요양보호센터,C01,34480000103,20180416,44,800,20180416
둥지요양보호센터,C02,34480000103,20180416,44,800,20180416
참조은재가복지센터,C01,34480000104,20180430,44,800,20180430
참조은재가복지센터,C02,34480000104,20180430,44,800,20180430
행복재가노인복지센터,C01,34480000107,20180828,44,800,20180828
행복재가노인복지센터,C02,34480000107,20180828,44,800,20180828
시니어방문목욕센터,C01,34480000108,20180903,44,800,20180903
시니어방문목욕센터,C02,34480000108,20180903,44,800,20180903
전원재가복지센터,C01,34480000111,20190710,44,800,20190710
전원재가복지센터,C02,34480000111,20190710,44,800,20190710
사랑드림재가요양센터,C01,34480000112,20190725,44,800,20190725
사랑드림재가요양센터,C02,34480000112,20190725,44,800,20190725
홍주방문간호센터,C01,34480000113,20190731,44,800,20190731
홍주방문간호센터,C05,34480000113,20190731,44,800,20190731
영광재가복지센터,C01,34480000115,20190807,44,800,20190807
&quot;A&quot;가가호호노인복지센터,C01,34480000116,20190909,44,800,20190909
&quot;A&quot;가가호호노인복지센터,C02,34480000116,20190909,44,800,20190909
내포소망주간보호센터,C01,34480000117,20190920,44,800,20190920
내포소망주간보호센터,C02,34480000117,20190920,44,800,20190920
내포소망주간보호센터,C03,34480000117,20190920,44,800,20190920
그린재가요양센터,C01,34480000118,20191004,44,800,20191004
그린재가요양센터,C02,34480000118,20191004,44,800,20191004
늘편한재가센터,C01,34480000119,20191025,44,800,20191025
늘편한재가센터,C02,34480000119,20191025,44,800,20191025
섬김주간보호센터,C03,34480000120,20191030,44,800,20191030
가나복지센터,C01,34480000127,20191129,44,800,20191129
예산노인복지센터,C01,34481000003,20080530,44,810,20080530
예산노인복지센터,C02,34481000003,20080530,44,810,20080530
예산노인복지센터,C03,34481000003,20080530,44,810,20080530
예산노인복지센터,C05,34481000003,20080530,44,810,20080530
예산JPC재가요양서비스센터,C01,34481000007,20080626,44,810,20080626
예산JPC재가요양서비스센터,C02,34481000007,20080626,44,810,20080626
참좋은방문요양센터,C01,34481000015,20080818,44,810,20080818
참좋은방문요양센터,C02,34481000015,20080818,44,810,20080818
한마음요양센터,C01,34477000042,20100420,44,770,20100414
한마음요양센터,C02,34477000042,20100420,44,770,20100414
진주의료기,C06,34477000048,20100803,44,770,20100803
건강나눔장기요양센터,C01,34477000049,20101005,44,770,20101005
건강나눔장기요양센터,C02,34477000049,20101005,44,770,20101005
판교요양센터,C01,34477000051,20110411,44,770,20110411
판교요양센터,C02,34477000051,20110411,44,770,20110411
효누리방문요양센터,C01,34477000058,20120925,44,770,20120925
효누리방문요양센터,C02,34477000058,20120925,44,770,20120925
장항방문요양센터,C01,34477000059,20121218,44,770,20121218
장항방문요양센터,C02,34477000059,20121218,44,770,20121218
황해장기요양센터,C01,34477000063,20140213,44,770,20140213
수호천사장기요양센터,C01,34477000066,20150209,44,770,20150209
수호천사장기요양센터,C02,34477000066,20150209,44,770,20150209
드림실버센터,C01,34477000067,20150401,44,770,20150401
드림실버센터,C02,34477000067,20150401,44,770,20150401
주식회사 약손돌봄센터,C01,34477000072,20160401,44,770,20160401
주식회사 약손돌봄센터,C02,34477000072,20160401,44,770,20160401
평강재가노인복지센터,C01,34477000075,20170131,44,770,20170131
서천미소요양센터,C01,34477000079,20171218,44,770,20171218
서천미소요양센터,C02,34477000079,20171218,44,770,20171218
서광방문요양센터,C01,34477000080,20180129,44,770,20180129
참사랑방문요양센터,C01,34477000082,20180326,44,770,20180326
스마일시니어 효 재가전문요양기관,C01,34477000084,20180508,44,770,20180508
스마일시니어 효 재가전문요양기관,C02,34477000084,20180508,44,770,20180508
가가케어 요양방문센터,C01,34477000085,20180523,44,770,20180523
가가케어 요양방문센터,C02,34477000085,20180523,44,770,20180523
서천중앙노인복지센터,C01,34477000088,20190102,44,770,20190102
서천중앙노인복지센터,C03,34477000088,20190102,44,770,20190102
샛별 방문요양센터,C01,34477000090,20191011,44,770,20191011
가람재가방문요양센터,C01,34477000091,20191030,44,770,20191030
가람재가방문요양센터,C02,34477000091,20191030,44,770,20191030
금강방문요양센터,C01,34477000093,20191118,44,770,20191118
서천가족재가방문요양센터,C01,34477000094,20191121,44,770,20191121
더조은방문요양센터,C01,34477000095,20191202,44,770,20191202
더조은방문요양센터,C02,34477000095,20191202,44,770,20191202
서해방문요양센터,C01,34477000096,20191205,44,770,20191205
서천미소의료기,C06,34477000097,20191209,44,770,20191209
청양의료기기ㆍ복지용구사업소,C06,34479000008,20080905,44,790,20080905
연화노인복지센터,C01,34479000027,20100331,44,790,20100331
연화노인복지센터,C02,34479000027,20100331,44,790,20100331
효실천요양센터,C01,34479000031,20100625,44,790,20100625
효실천요양센터,C02,34479000031,20100625,44,790,20100625
청운장기요양센터,C01,34479000037,20110808,44,790,20110808
정산칠갑주간보호센터,C01,34479000046,20120224,44,790,20120224
행복드림노인복지센터,C02,34482500087,20161226,44,825,20161226
효누림 노인주야간보호센터,C03,34482500089,20170329,44,825,20170329
365재가복지센터,C01,34482500091,20180316,44,825,20180316
365재가복지센터,C02,34482500091,20180316,44,825,20180316
태안센터,C01,34482500092,20180628,44,825,20180628
태안센터,C02,34482500092,20180628,44,825,20180628
태안재가센터,C01,34482500094,20190102,44,825,20190102
태안재가센터,C02,34482500094,20190102,44,825,20190102
태안동행재가센터,C01,34482500095,20190605,44,825,20190605
태안동행재가센터,C02,34482500095,20190605,44,825,20190605
태안은혜재가센터,C01,34482500096,20190722,44,825,20190722
태안은혜재가센터,C02,34482500096,20190722,44,825,20190722
태안사랑재가센터,C01,34482500097,20191030,44,825,20191030
태안사랑재가센터,C02,34482500097,20191030,44,825,20191030
진메디칼,C06,34483000002,20080519,44,270,20080514
(주)당진돌봄사회서비스센터,C01,34483000007,20080609,44,270,20080609
(주)당진돌봄사회서비스센터,C02,34483000007,20080609,44,270,20080609
(주)당진돌봄사회서비스센터,C03,34483000007,20080609,44,270,20080609
행복한요양센터,C01,34483000029,20090612,44,270,20090612
행복한요양센터,C02,34483000029,20090612,44,270,20090612
참 좋은 장기요양센터,C01,34483000036,20091208,44,270,20091207
참 좋은 장기요양센터,C02,34483000036,20091208,44,270,20091207
아름다운 재가요양센터,C01,34483000048,20100706,44,270,20100706
아름다운 재가요양센터,C02,34483000048,20100706,44,270,20100706
아름다운 재가요양센터,C03,34483000048,20100706,44,270,20100706
예찬노인복지센터,C01,34483000052,20100906,44,270,20100906
예찬노인복지센터,C02,34483000052,20100906,44,270,20100906
예찬노인복지센터,C03,34483000052,20100906,44,270,20100906
보필노인복지센터,C01,34483000056,20101019,44,270,20101019
보필노인복지센터,C02,34483000056,20101019,44,270,20101019
보필노인복지센터,C03,34483000056,20101019,44,270,20101019
100세동안 당진점,C06,34483000057,20101119,44,270,20101119
세실리아요양센터,C01,34483000063,20110406,44,270,20110406
세실리아요양센터,C02,34483000063,20110406,44,270,20110406
세실리아요양센터,C03,34483000063,20110406,44,270,20110406
정산칠갑주간보호센터,C02,34479000046,20120224,44,790,20120224
정산칠갑주간보호센터,C03,34479000046,20120224,44,790,20120224
칠갑노인복지센터,C01,34479000049,20120918,44,790,20120918
새생명병설 장기요양센터,C01,34479000056,20131004,44,790,20131004
새생명병설 장기요양센터,C02,34479000056,20131004,44,790,20131004
정산요양원병설 정산요양센터,C01,34479000058,20140401,44,790,20140401
정산요양원병설 정산요양센터,C02,34479000058,20140401,44,790,20140401
청양사랑요양센터,C01,34479000061,20140819,44,790,20140819
청양사랑요양센터,C02,34479000061,20140819,44,790,20140819
청남요양원 부설 재가노인복지센터,C01,34479000066,20160318,44,790,20160318
청남요양원 부설 재가노인복지센터,C02,34479000066,20160318,44,790,20160318
청남요양원 부설 재가노인복지센터,C03,34479000066,20160318,44,790,20160318
청양100세재가요양센터,C01,34479000068,20170111,44,790,20170111
청양100세재가요양센터,C02,34479000068,20170111,44,790,20170111
노인사랑재가센터,C01,34479000069,20170401,44,790,20170401
한마음노인복지센터,C01,34479000070,20170802,44,790,20170802
한마음노인복지센터,C02,34479000070,20170802,44,790,20170802
충청남도홍성의료원,C03,34480000001,20080515,44,800,20080509
한마음재가장기요양기관,C01,34480000003,20080620,44,800,20080620
한마음재가장기요양기관,C02,34480000003,20080620,44,800,20080620
홍성재가요양서비스센터,C01,34480000008,20080707,44,800,20080707
홍성재가요양서비스센터,C02,34480000008,20080707,44,800,20080707
홍성재가요양서비스센터,C03,34480000008,20080707,44,800,20080707
홍성재가요양서비스센터,C06,34480000008,20080707,44,800,20080707
홍성방문목욕센터,C01,34480000010,20080808,44,800,20080808
홍성방문목욕센터,C02,34480000010,20080808,44,800,20080808
홍성제일요양센터,C01,34480000011,20080819,44,800,20080819
홍성제일요양센터,C02,34480000011,20080819,44,800,20080819
평지재가노인요양센터,C01,34480000019,20090311,44,800,20090309
라파재가노인요양센터,C01,34480000024,20090702,44,800,20090629
라파재가노인요양센터,C02,34480000024,20090702,44,800,20090629
라파재가노인요양센터,C03,34480000024,20090702,44,800,20090629
라파재가노인요양센터,C06,34480000024,20090702,44,800,20090629
우리재가주간보호센터,C01,34480000026,20090911,44,800,20090908
우리재가주간보호센터,C02,34480000026,20090911,44,800,20090908
우리재가주간보호센터,C03,34480000026,20090911,44,800,20090908
에덴재가노인복지센터,C01,34480000033,20091223,44,800,20091216
에덴재가노인복지센터,C02,34480000033,20091223,44,800,20091216
에덴재가노인복지센터,C03,34480000033,20091223,44,800,20091216
에덴재가노인복지센터,C06,34480000033,20091223,44,800,20091216
홍주재가요양센터,C01,34480000034,20091223,44,800,20091216
홍주재가요양센터,C02,34480000034,20091223,44,800,20091216
홍성자활돌봄요양센터,C01,34480000037,20100105,44,800,20091230
홍성자활돌봄요양센터,C02,34480000037,20100105,44,800,20091230
섬김노인복지센터,C01,34480000040,20100318,44,800,20100318
섬김노인복지센터,C02,34480000040,20100318,44,800,20100318
섬김노인복지센터,C03,34480000040,20100318,44,800,20100318
복있는노인요양센터,C01,34480000041,20100325,44,800,20100325
복있는노인요양센터,C02,34480000041,20100325,44,800,20100325
가화요양복지센터,C01,34480000045,20101207,44,800,20101207
가화요양복지센터,C02,34480000045,20101207,44,800,20101207
가화요양복지센터,C06,34480000045,20101207,44,800,20101207
홍동재가센터,C01,34480000046,20110106,44,800,20100106
홍동재가센터,C02,34480000046,20110106,44,800,20100106
홍동재가센터,C03,34480000046,20110106,44,800,20100106
다사랑재가요양센터,C01,34480000048,20110420,44,800,20110413
행복나눔노인복지센터,C02,34420000073,20091229,44,200,20091229
나누미장기요양센터,C01,34420000077,20091229,44,200,20091229
나누미장기요양센터,C02,34420000077,20091229,44,200,20091229
영천사복지센터,C01,34420000101,20101021,44,200,20101021
가정노인복지센터,C01,34420000102,20101022,44,200,20101022
가정노인복지센터,C02,34420000102,20101022,44,200,20101022
청솔방문요양센터,C01,34420000116,20110701,44,200,20110701
청솔방문요양센터,C02,34420000116,20110701,44,200,20110701
사랑의집노인복지센터,C01,34420000130,20120704,44,200,20120704
사랑의집노인복지센터,C02,34420000130,20120704,44,200,20120704
A+무지개방문요양기관,C01,34420000142,20140101,44,200,20140101
A+무지개방문요양기관,C02,34420000142,20140101,44,200,20140101
한나재가요양센터,C01,34420000146,20140212,44,200,20140212
한나재가요양센터,C02,34420000146,20140212,44,200,20140212
섬기는재가방문요양센터,C01,34420000149,20140311,44,200,20140311
섬기는재가방문요양센터,C02,34420000149,20140311,44,200,20140311
방문천사재가방문요양센터,C01,34420000150,20140311,44,200,20140311
방문천사재가방문요양센터,C02,34420000150,20140311,44,200,20140311
가족재가노인복지센터,C01,34420000151,20140320,44,200,20140320
가족재가노인복지센터,C02,34420000151,20140320,44,200,20140320
로뎀나무재가노인복지센터,C01,34420000157,20140401,44,200,20140401
로뎀나무재가노인복지센터,C02,34420000157,20140401,44,200,20140401
로뎀나무재가노인복지센터,C03,34420000157,20140401,44,200,20140401
백합시니어빌요양원,C01,34420000160,20141128,44,200,20141128
백합시니어빌요양원,C02,34420000160,20141128,44,200,20141128
노인복지주소망센터,C01,34420000161,20141203,44,200,20141203
노인복지주소망센터,C02,34420000161,20141203,44,200,20141203
가온재가복지센터,C01,34420000164,20150303,44,200,20150303
가온재가복지센터,C02,34420000164,20150303,44,200,20150303
&#39;한마음방문요양센터,C01,34420000166,20150320,44,200,20150320
&#39;한마음방문요양센터,C02,34420000166,20150320,44,200,20150320
둔포한사랑 방문요양기관,C01,34420000170,20150520,44,200,20150520
둔포한사랑 방문요양기관,C02,34420000170,20150520,44,200,20150520
해피투게더,C06,34420000174,20150609,44,200,20150609
"JPC재가센터(방문요양,방문목욕)",C01,34420000175,20150825,44,200,20150825
"JPC재가센터(방문요양,방문목욕)",C02,34420000175,20150825,44,200,20150825
하누리재가복지센터,C01,34420000179,20151006,44,200,20151006
하누리재가복지센터,C02,34420000179,20151006,44,200,20151006
아산재가노인복지센터,C01,34420000181,20160115,44,200,20160115
아산재가노인복지센터,C02,34420000181,20160115,44,200,20160115
늘푸른노인아산재가복지센터,C01,34420000183,20160401,44,200,20160401
SOS행복한재가복지센터,C01,34420000184,20160429,44,200,20160429
SOS행복한재가복지센터,C02,34420000184,20160429,44,200,20160429
다솜재가복지센터,C01,34420000187,20160617,44,200,20160616
다솜재가복지센터,C02,34420000187,20160617,44,200,20160616
엔젤요양서비스,C01,34413000004,20080509,44,130,20070710
엔젤요양서비스,C02,34413000004,20080509,44,130,20070710
엔젤요양서비스,C06,34413000004,20080509,44,130,20070710
쌍용종합사회복지관,C01,34413000013,20080609,44,130,19940929
쌍용종합사회복지관,C02,34413000013,20080609,44,130,19940929
천안신창노인복지센터,C01,34413000024,20080618,44,130,20080618
천안신창노인복지센터,C02,34413000024,20080618,44,130,20080618
천안한울너싱홈,C01,34413000026,20080619,44,131,20080619
천안한울너싱홈,C02,34413000026,20080619,44,131,20080619
서로사랑노인복지센터,C01,34413000058,20080716,44,130,20080716
서로사랑노인복지센터,C02,34413000058,20080716,44,130,20080716
서로사랑노인복지센터,C03,34413000058,20080716,44,130,20080716
천안우리방문요양센터,C01,34413000060,20080724,44,130,20080715
천안우리방문요양센터,C02,34413000060,20080724,44,130,20080715
그린케어천안노인복지센터,C01,34413000062,20080728,44,130,20080728
미소재가방문센터,C01,34420000188,20160624,44,200,20160624
미소재가방문센터,C02,34420000188,20160624,44,200,20160624
연무대재가노인복지센터,C01,34423000040,20090304,44,230,20090304
연무대재가노인복지센터,C02,34423000040,20090304,44,230,20090304
함께하는실버복지센터,C01,34423000042,20090312,44,230,20090309
함께하는실버복지센터,C02,34423000042,20090312,44,230,20090309
함께하는실버복지센터,C03,34423000042,20090312,44,230,20090309
한마음노인복지센터,C01,34423000044,20090319,44,230,20090319
한마음노인복지센터,C02,34423000044,20090319,44,230,20090319
한마음노인복지센터,C03,34423000044,20090319,44,230,20090319
다사랑요양보호센터,C01,34423000049,20090602,44,230,20090601
다사랑요양보호센터,C02,34423000049,20090602,44,230,20090601
평안노인복지센터,C01,34423000051,20090630,44,230,20090630
평안노인복지센터,C02,34423000051,20090630,44,230,20090630
평안노인복지센터,C03,34423000051,20090630,44,230,20090630
삼일의료기,C06,34423000055,20090828,44,230,20090828
새롬노인복지센터,C01,34423000056,20090929,44,230,20090925
새롬노인복지센터,C02,34423000056,20090929,44,230,20090925
행복나눔복지센터,C01,34423000058,20091021,44,230,20091019
행복나눔복지센터,C02,34423000058,20091021,44,230,20091019
효도마을노인복지센터,C01,34423000062,20091110,44,230,20091110
내동복지센터,C01,34423000066,20091202,44,230,20091202
사랑노인복지센터,C01,34423000067,20091215,44,230,20091215
사랑노인복지센터,C02,34423000067,20091215,44,230,20091215
아름다운동행노인복지센터,C01,34423000071,20091228,44,230,20091228
아름다운동행노인복지센터,C02,34423000071,20091228,44,230,20091228
기쁨노인복지센터,C01,34423000073,20100106,44,230,20100106
기쁨노인복지센터,C02,34423000073,20100106,44,230,20100106
평화노인복지센터,C01,34423000076,20100115,44,230,20100115
평화노인복지센터,C02,34423000076,20100115,44,230,20100115
성민노인복지센터,C01,34423000077,20100122,44,230,20100122
성민노인복지센터,C02,34423000077,20100122,44,230,20100122
성민노인복지센터,C03,34423000077,20100122,44,230,20100122
혜승의료기,C06,34423000082,20100408,44,230,20100408
효사랑노인복지센터,C01,34423000093,20101018,44,230,20101018
효사랑노인복지센터,C02,34423000093,20101018,44,230,20101018
기쁨복지용구사업소,C06,34423000096,20101228,44,230,20101228
참사랑노인전문요양센터,C01,34423000101,20110530,44,230,20110523
참사랑노인전문요양센터,C02,34423000101,20110530,44,230,20110523
참사랑노인전문요양센터,C03,34423000101,20110530,44,230,20110523
킹스파크노인복지센터,C01,34423000109,20110915,44,230,20110915
킹스파크노인복지센터,C02,34423000109,20110915,44,230,20110915
삼성재가노인복지센터,C01,34423000112,20120116,44,230,20120116
삼성재가노인복지센터,C02,34423000112,20120116,44,230,20120116
A+행복한주간보호센터,C01,34423000114,20120313,44,230,20120313
A+행복한주간보호센터,C02,34423000114,20120313,44,230,20120313
A+행복한주간보호센터,C03,34423000114,20120313,44,230,20120313
덕은노인복지센터,C01,34423000117,20120402,44,230,20120402
덕은노인복지센터,C02,34423000117,20120402,44,230,20120402
기현복지센터,C01,34423000125,20130314,44,230,20130314
기현복지센터,C02,34423000125,20130314,44,230,20130314
사람과사람노인복지센터,C01,34423000127,20130812,44,230,20130812
사람과사람노인복지센터,C03,34423000127,20130812,44,230,20130812
그린케어천안노인복지센터,C02,34413000062,20080728,44,130,20080728
그린케어천안노인복지센터,C03,34413000062,20080728,44,130,20080728
연세의료기,C06,34413000069,20080819,44,133,20080819
충청의료기상사,C06,34413000070,20080819,44,130,20080819
사회복지법인 영서복지재단 충무노인복지센터,C01,34413000076,20080919,44,130,20080919
사회복지법인 영서복지재단 충무노인복지센터,C02,34413000076,20080919,44,130,20080919
사회복지법인 영서복지재단 충무노인복지센터,C03,34413000076,20080919,44,130,20080919
사회복지법인 영서복지재단 충무노인복지센터,C05,34413000076,20080919,44,130,20080919
하나요양보호원,C01,34413000081,20080924,44,130,20080917
하나요양보호원,C02,34413000081,20080924,44,130,20080917
충남의료기,C06,34413000087,20081023,44,130,20081023
천안아산복지용구센터,C06,34413000088,20081024,44,131,20081024
사랑나눔복지센터,C01,34413000095,20081217,44,133,20081217
사랑나눔복지센터,C02,34413000095,20081217,44,133,20081217
삼성보조기,C06,34413000100,20090113,44,130,20090113
현대의료기,C06,34413000105,20090309,44,133,20090309
도솔요양센터,C01,34413000108,20090413,44,130,20090409
도솔요양센터,C02,34413000108,20090413,44,130,20090409
이원건강의료기천안역점,C06,34413000114,20090518,44,131,20090518
뉴스타트방문요양센터,C01,34413000115,20090518,44,131,20090518
나눔천안요양보호사파견센타,C01,34413000119,20090616,44,131,20090608
금빛사랑 재가장기요양기관,C01,34413000123,20090721,44,130,20090716
금빛사랑 재가장기요양기관,C02,34413000123,20090721,44,130,20090716
금빛사랑 재가장기요양기관,C03,34413000123,20090721,44,130,20090716
보금자리노인장기요양센터,C01,34413000127,20090803,44,130,20090803
보금자리노인장기요양센터,C02,34413000127,20090803,44,130,20090803
(주)천안돌봄사회서비스센터,C01,34413000142,20091019,44,130,20091019
(주)천안돌봄사회서비스센터,C02,34413000142,20091019,44,130,20091019
(주)천안돌봄사회서비스센터,C06,34413000142,20091019,44,130,20091019
섬김노인복지센터,C01,34413000146,20091111,44,133,20091111
섬김노인복지센터,C02,34413000146,20091111,44,133,20091111
섬김노인복지센터,C05,34413000146,20091111,44,133,20091111
중앙의료기,C06,34476000007,20080630,44,760,20080630
백제노인복지원,C01,34476000009,20080725,44,760,20080725
백제노인복지원,C02,34476000009,20080725,44,760,20080725
장수약국,C06,34476000028,20090520,44,760,20090520
미션노인복지센터,C01,34476000042,20100119,44,760,20100119
미션노인복지센터,C02,34476000042,20100119,44,760,20100119
미션노인복지센터,C03,34476000042,20100119,44,760,20100119
함께하는요양센터,C01,34476000043,20100308,44,760,20100308
함께하는요양센터,C02,34476000043,20100308,44,760,20100308
벧엘노인복지센터,C01,34476000049,20100702,44,760,20100701
벧엘노인복지센터,C02,34476000049,20100702,44,760,20100701
벧엘노인복지센터,C03,34476000049,20100702,44,760,20100701
벧엘노인복지센터,I31,34476000049,20100702,44,760,20100701
우리노인복지센터,C01,34476000051,20110120,44,760,20110120
참사랑노인복지센터,C01,34476000053,20110720,44,760,20110719
참사랑노인복지센터,C02,34476000053,20110720,44,760,20110719
석성노인복지센터,C01,34476000059,20120220,44,760,20120220
석성노인복지센터,C02,34476000059,20120220,44,760,20120220
부여사랑재가복지센터,C01,34476000061,20120319,44,760,20120319
부여사랑재가복지센터,C02,34476000061,20120319,44,760,20120319
한마음노인복지센터,C01,34476000063,20120501,44,760,20120501
한마음노인복지센터,C02,34476000063,20120501,44,760,20120501
한마음노인복지센터,C03,34476000063,20120501,44,760,20120501
&#39;(A)돕는천사 벧엘 천안지사,C01,34413000156,20091229,44,130,20091229
&#39;(A)돕는천사 벧엘 천안지사,C02,34413000156,20091229,44,130,20091229
한결요양센터,C01,34413000164,20100420,44,130,20100420
한결요양센터,C02,34413000164,20100420,44,130,20100420
베스트메딕스,C06,34413000191,20110225,44,133,20110225
어르신이행복한세상,C01,34413000193,20110301,44,130,20110301
어르신이행복한세상,C02,34413000193,20110301,44,130,20110301
희망장기요양센터,C01,34413000194,20110304,44,130,20110304
희망장기요양센터,C02,34413000194,20110304,44,130,20110304
월드케어,C06,34413000195,20110310,44,131,20110310
천안중앙요양센터,C01,34413000201,20110408,44,130,20110408
천안중앙요양센터,C02,34413000201,20110408,44,130,20110408
한가족노인복지센터,C01,34413000205,20110801,44,130,20110801
한가족노인복지센터,C02,34413000205,20110801,44,130,20110801
남천안노인요양원병설재가노인복지센터,C05,34413000216,20111109,44,131,20111109
편안한 재가노인복지센타,C01,34413000217,20111201,44,130,20111201
편안한 재가노인복지센타,C02,34413000217,20111201,44,130,20111201
현대방문요양센터,C01,34413000227,20120221,44,130,20120221
현대방문요양센터,C02,34413000227,20120221,44,130,20120221
(주)씨티엘네트웍스충남센터,C06,34413000229,20120301,44,133,20120301
우리재가복지센터,C01,34413000237,20120601,44,130,20120601
우리재가복지센터,C02,34413000237,20120601,44,130,20120601
시니어스초이스천안점 다사랑재가장기요양기관,C01,34413000242,20120827,44,131,20120827
시니어스초이스천안점 다사랑재가장기요양기관,C02,34413000242,20120827,44,131,20120827
주원의료기&복지용구,C06,34413000249,20121206,44,131,20121206
행복복지용구,C06,34413000255,20130121,44,133,20130121
해피하우스노인복지센터,C01,34413000256,20130201,44,130,20130201
해피하우스노인복지센터,C02,34413000256,20130201,44,130,20130201
해피하우스노인복지센터,C03,34413000256,20130201,44,130,20130201
행복나무재가복지센터,C01,34413000259,20130508,44,130,20130508
행복나무재가복지센터,C02,34413000259,20130508,44,130,20130508
&quot;(A)비지팅엔젤스천안동남지점&quot;,C01,34413000260,20130601,44,130,20130515
&quot;(A)비지팅엔젤스천안동남지점&quot;,C02,34413000260,20130601,44,130,20130515
은혜재가복지센터,C01,34413000277,20140102,44,130,20140102
은혜재가복지센터,C02,34413000277,20140102,44,130,20140102
은혜재가복지센터,C06,34413000277,20140102,44,130,20140102
아산방문간호센터,C01,34420000193,20161216,44,200,20161216
아산방문간호센터,C02,34420000193,20161216,44,200,20161216
아산방문간호센터,C05,34420000193,20161216,44,200,20161216
굿모닝 노인재가복지센터,C01,34420000195,20170116,44,200,20170116
굿모닝 노인재가복지센터,C02,34420000195,20170116,44,200,20170116
굿모닝 노인재가복지센터,C05,34420000195,20170116,44,200,20170116
배방의료기,C06,34420000197,20170214,44,200,20170214
박사재가노인복지센터,C01,34420000198,20170307,44,200,20170307
박사재가노인복지센터,C02,34420000198,20170307,44,200,20170307
샤론재가복지센터,C01,34420000199,20170308,44,200,20170308
집으로재가복지센터,C01,34420000200,20170531,44,200,20170531
집으로재가복지센터,C02,34420000200,20170531,44,200,20170531
선문스타재가복지센터,C01,34420000201,20170608,44,200,20170608
아산가온노인복지센터,C01,34420000204,20170720,44,200,20170720
아산가온노인복지센터,C02,34420000204,20170720,44,200,20170720
아산가온노인복지센터,C05,34420000204,20170720,44,200,20170720
&quot;만세&quot; 노인복지센터,C01,34420000205,20170724,44,200,20170724
&quot;만세&quot; 노인복지센터,C02,34420000205,20170724,44,200,20170724
다사랑 노인재가복지센터,C01,34420000206,20170911,44,200,20170911
다사랑 노인재가복지센터,C02,34420000206,20170911,44,200,20170911
어울림재가복지센터,C01,34420000209,20180430,44,200,20180430
어울림재가복지센터,C02,34420000209,20180430,44,200,20180430
길벗재가복지센터,C01,34420000211,20180701,44,200,20180701
길벗재가복지센터,C02,34420000211,20180701,44,200,20180701
한솔재가복지센터,C01,34420000216,20180927,44,200,20180927
한솔재가복지센터,C02,34420000216,20180927,44,200,20180927
건강케어 재가노인복지센터,C01,34420000217,20181119,44,200,20181119
건강케어 재가노인복지센터,C02,34420000217,20181119,44,200,20181119
가가호호방문요양센터,C01,34420000220,20190312,44,200,20190312
가가호호방문요양센터,C02,34420000220,20190312,44,200,20190312
다온재가복지센터,C01,34420000223,20190503,44,200,20190503
다온재가복지센터,C02,34420000223,20190503,44,200,20190503
